Time Step,Health Status,dm,dmdt
1711153642001591911,[0.97131911],[0.03387087],[0.03387087]
1711153642003687344,[0.85110014],[0.07717509],[0.07717509]
1711153642005641827,[1.],[0.],[0.]
1711153642006714707,[0.95321564],[0.04325938],[0.04325938]
1711153642009172892,[0.96320402],[0.03836455],[0.03836455]
1711153642145224331,0,[0.30392588],[0.30392588]
1711153642147596219,[0.9552147],[0.04232508],[0.04232508]
1711153642150048662,[0.96477218],[0.03753815],[0.03753815]
1711153642153078186,[0.9452178],[0.0468112],[0.0468112]
1711153642154037612,[0.99126702],[0.01869008],[0.01869008]
1711153642155714104,[0.94561684],[0.04664039],[0.04664039]
1711153642304294558,0,[0.59119386],[0.59119386]
1711153642306197281,[0.98729622],[0.02254221],[0.02254221]
1711153642308781133,[0.96757903],[0.03601165],[0.03601165]
1711153642309716394,[0.95913266],[0.04043134],[0.04043134]
1711153642312121964,[0.97537189],[0.03138669],[0.03138669]
1711153642314870357,[0.94993963],[0.04474835],[0.04474835]
1711153642317456280,[0.98204609],[0.02679844],[0.02679844]
1711153642460167073,0,[0.26595803],[0.26595803]
1711153642461709710,[0.99225446],[0.01760175],[0.01760175]
1711153642462436554,[0.96089039],[0.0395523],[0.0395523]
1711153642602797259,0,[0.38703339],[0.38703339]
1711153642604000470,[0.9703469],[0.03444015],[0.03444015]
1711153642606853480,[0.983368],[0.02579302],[0.02579302]
1711153642610743025,[0.95394967],[0.04291868],[0.04291868]
1711153642613078702,[0.9706349],[0.03427249],[0.03427249]
1711153642614497333,[0.98352913],[0.02566778],[0.02566778]
1711153642616883958,[0.9630532],[0.0384431],[0.0384431]
1711153642618848578,[0.97090619],[0.03411382],[0.03411382]
1711153642620920653,[0.97100233],[0.03405741],[0.03405741]
1711153642780819388,0,[0.54189448],[0.54189448]
1711153642781764528,[0.98451335],[0.02488908],[0.02488908]
1711153642845085276,[0.97253857],[0.03314298],[0.03314298]
1711153642847011424,[0.96535046],[0.03722877],[0.03722877]
1711153642849133865,[0.97270639],[0.03304156],[0.03304156]
1711153642851218471,[0.96555867],[0.03711675],[0.03711675]
1711153642852957812,[0.97922849],[0.02882465],[0.02882465]
1711153642857300472,[0.97293939],[0.03290022],[0.03290022]
1711153643009753417,0,[0.48804407],[0.48804407]
1711153643011983677,[0.9672117],[0.03621508],[0.03621508]
1711153643012994712,[0.98546254],[0.02411428],[0.02411428]
1711153643015000962,[0.97421358],[0.0321163],[0.0321163]
1711153643019264877,[0.97427897],[0.03207556],[0.03207556]
1711153643021528708,[0.95151723],[0.04403761],[0.04403761]
1711153643023158892,[0.99000816],[0.01999184],[0.01999184]
1711153643287055281,0,[0.77040838],[0.77040838]
1711153643289883087,[0.96684211],[0.03641862],[0.03641862]
1711153643293431853,[0.97998032],[0.02829818],[0.02829818]
1711153643295783588,[0.96698324],[0.03634103],[0.03634103]
1711153643297933864,[0.98007344],[0.02823229],[0.02823229]
1711153643300478960,[0.97402972],[0.03223059],[0.03223059]
1711153643302579199,[0.96721082],[0.03621557],[0.03621557]
1711153643304807893,[0.96729419],[0.0361695],[0.0361695]
1711153643307098845,[0.98025978],[0.02809998],[0.02809998]
1711153643310086019,[0.96744199],[0.03608768],[0.03608768]
1711153643311934673,[0.97433699],[0.03203936],[0.03203936]
1711153643313420351,[0.98559332],[0.02400557],[0.02400557]
1711153643314216697,[0.96765031],[0.03597204],[0.03597204]
1711153643315746981,[0.97450516],[0.03193421],[0.03193421]
1711153643317111088,[0.9678061],[0.03588532],[0.03588532]
1711153643467674185,0,[0.21944454],[0.21944454]
1711153643470380923,[0.9741917],[0.03212993],[0.03212993]
1711153643472773543,[0.96734702],[0.03614027],[0.03614027]
1711153643478904258,[0.98551377],[0.02407175],[0.02407175]
1711153643481024274,[0.96747237],[0.03607084],[0.03607084]
1711153643481893699,[0.98036548],[0.02802465],[0.02802465]
1711153643650347201,0,[0.45584546],[0.45584546]
1711153643651563347,[0.97439096],[0.03200565],[0.03200565]
1711153643653814009,[0.98043054],[0.02797818],[0.02797818]
1711153643656711837,[0.95178609],[0.04391533],[0.04391533]
1711153643661494994,[0.9327833],[0.05185237],[0.05185237]
1711153643663071936,[1.],[0.],[0.]
1711153643664356993,[0.97447545],[0.03195281],[0.03195281]
1711153643813038589,0,[0.22477282],[0.22477282]
1711153643814479963,[0.97413574],[0.03216474],[0.03216474]
1711153643816820129,[0.97418831],[0.03213203],[0.03213203]
1711153643818910649,[0.96740247],[0.03610957],[0.03610957]
1711153643820917360,[0.97429916],[0.03206296],[0.03206296]
